game_name;game_id;game_type;provider;is_enabled;is_demo_supported;is_freespins_supported;is_jackpot_supported;is_live_supported;lines;platform;jurisdictions;images;options
Casino game349;casino_game349;casino;rgpi;true;true;false;false;false;349;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game350;casino_game350;casino;rgpi;true;true;false;false;false;350;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game351;casino_game351;casino;rgpi;true;true;false;false;false;351;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game352;casino_game352;casino;rgpi;true;true;false;false;false;352;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game353;casino_game353;casino;rgpi;true;true;false;false;false;353;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game354;casino_game354;casino;rgpi;true;true;false;false;false;354;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game355;casino_game355;casino;rgpi;true;true;false;false;false;355;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game356;casino_game356;casino;rgpi;true;true;false;false;false;356;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game357;casino_game357;casino;rgpi;true;true;false;false;false;357;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game358;casino_game358;casino;rgpi;true;true;false;false;false;358;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game359;casino_game359;casino;rgpi;true;true;false;false;false;359;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game360;casino_game360;casino;rgpi;true;true;false;false;false;360;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game361;casino_game361;casino;rgpi;true;true;false;false;false;361;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game362;casino_game362;casino;rgpi;true;true;false;false;false;362;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game363;casino_game363;casino;rgpi;true;true;false;false;false;363;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game364;casino_game364;casino;rgpi;true;true;false;false;false;364;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game365;casino_game365;casino;rgpi;true;true;false;false;false;365;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game366;casino_game366;casino;rgpi;true;true;false;false;false;366;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game367;casino_game367;casino;rgpi;true;true;false;false;false;367;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game368;casino_game368;casino;rgpi;true;true;false;false;false;368;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game369;casino_game369;casino;rgpi;true;true;false;false;false;369;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game370;casino_game370;casino;rgpi;true;true;false;false;false;370;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game371;casino_game371;casino;rgpi;true;true;false;false;false;371;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game372;casino_game372;casino;rgpi;true;true;false;false;false;372;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game373;casino_game373;casino;rgpi;true;true;false;false;false;373;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game374;casino_game374;casino;rgpi;true;true;false;false;false;374;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game375;casino_game375;casino;rgpi;true;true;false;false;false;375;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game376;casino_game376;casino;rgpi;true;true;false;false;false;376;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game377;casino_game377;casino;rgpi;true;true;false;false;false;377;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game378;casino_game378;casino;rgpi;true;true;false;false;false;378;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game379;casino_game379;casino;rgpi;true;true;false;false;false;379;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game380;casino_game380;casino;rgpi;true;true;false;false;false;380;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game381;casino_game381;casino;rgpi;true;true;false;false;false;381;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game382;casino_game382;casino;rgpi;true;true;false;false;false;382;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game383;casino_game383;casino;rgpi;true;true;false;false;false;383;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game384;casino_game384;casino;rgpi;true;true;false;false;false;384;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game385;casino_game385;casino;rgpi;true;true;false;false;false;385;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game386;casino_game386;casino;rgpi;true;true;false;false;false;386;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game387;casino_game387;casino;rgpi;true;true;false;false;false;387;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game388;casino_game388;casino;rgpi;true;true;false;false;false;388;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game389;casino_game389;casino;rgpi;true;true;false;false;false;389;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game390;casino_game390;casino;rgpi;true;true;false;false;false;390;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game391;casino_game391;casino;rgpi;true;true;false;false;false;391;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game392;casino_game392;casino;rgpi;true;true;false;false;false;392;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game393;casino_game393;casino;rgpi;true;true;false;false;false;393;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game394;casino_game394;casino;rgpi;true;true;false;false;false;394;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game395;casino_game395;casino;rgpi;true;true;false;false;false;395;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game396;casino_game396;casino;rgpi;true;true;false;false;false;396;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game397;casino_game397;casino;rgpi;true;true;false;false;false;397;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game398;casino_game398;casino;rgpi;true;true;false;false;false;398;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game399;casino_game399;casino;rgpi;true;true;false;false;false;399;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game400;casino_game400;casino;rgpi;true;true;false;false;false;400;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game401;casino_game401;casino;rgpi;true;true;false;false;false;401;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game402;casino_game402;casino;rgpi;true;true;false;false;false;402;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game403;casino_game403;casino;rgpi;true;true;false;false;false;403;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game404;casino_game404;casino;rgpi;true;true;false;false;false;404;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game405;casino_game405;casino;rgpi;true;true;false;false;false;405;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game406;casino_game406;casino;rgpi;true;true;false;false;false;406;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game407;casino_game407;casino;rgpi;true;true;false;false;false;407;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game408;casino_game408;casino;rgpi;true;true;false;false;false;408;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game409;casino_game409;casino;rgpi;true;true;false;false;false;409;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game410;casino_game410;casino;rgpi;true;true;false;false;false;410;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game411;casino_game411;casino;rgpi;true;true;false;false;false;411;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game412;casino_game412;casino;rgpi;true;true;false;false;false;412;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game413;casino_game413;casino;rgpi;true;true;false;false;false;413;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game414;casino_game414;casino;rgpi;true;true;false;false;false;414;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game415;casino_game415;casino;rgpi;true;true;false;false;false;415;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game416;casino_game416;casino;rgpi;true;true;false;false;false;416;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game417;casino_game417;casino;rgpi;true;true;false;false;false;417;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game418;casino_game418;casino;rgpi;true;true;false;false;false;418;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game419;casino_game419;casino;rgpi;true;true;false;false;false;419;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game420;casino_game420;casino;rgpi;true;true;false;false;false;420;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game421;casino_game421;casino;rgpi;true;true;false;false;false;421;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game422;casino_game422;casino;rgpi;true;true;false;false;false;422;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game423;casino_game423;casino;rgpi;true;true;false;false;false;423;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game424;casino_game424;casino;rgpi;true;true;false;false;false;424;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game425;casino_game425;casino;rgpi;true;true;false;false;false;425;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game426;casino_game426;casino;rgpi;true;true;false;false;false;426;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game427;casino_game427;casino;rgpi;true;true;false;false;false;427;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game428;casino_game428;casino;rgpi;true;true;false;false;false;428;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game429;casino_game429;casino;rgpi;true;true;false;false;false;429;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game430;casino_game430;casino;rgpi;true;true;false;false;false;430;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game431;casino_game431;casino;rgpi;true;true;false;false;false;431;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game432;casino_game432;casino;rgpi;true;true;false;false;false;432;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game433;casino_game433;casino;rgpi;true;true;false;false;false;433;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game434;casino_game434;casino;rgpi;true;true;false;false;false;434;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game435;casino_game435;casino;rgpi;true;true;false;false;false;435;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game436;casino_game436;casino;rgpi;true;true;false;false;false;436;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game437;casino_game437;casino;rgpi;true;true;false;false;false;437;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game438;casino_game438;casino;rgpi;true;true;false;false;false;438;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game439;casino_game439;casino;rgpi;true;true;false;false;false;439;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game440;casino_game440;casino;rgpi;true;true;false;false;false;440;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game441;casino_game441;casino;rgpi;true;true;false;false;false;441;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game442;casino_game442;casino;rgpi;true;true;false;false;false;442;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game443;casino_game443;casino;rgpi;true;true;false;false;false;443;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game444;casino_game444;casino;rgpi;true;true;false;false;false;444;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game445;casino_game445;casino;rgpi;true;true;false;false;false;445;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game446;casino_game446;casino;rgpi;true;true;false;false;false;446;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game447;casino_game447;casino;rgpi;true;true;false;false;false;447;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game448;casino_game448;casino;rgpi;true;true;false;false;false;448;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game449;casino_game449;casino;rgpi;true;true;false;false;false;449;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game450;casino_game450;casino;rgpi;true;true;false;false;false;450;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game451;casino_game451;casino;rgpi;true;true;false;false;false;451;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game452;casino_game452;casino;rgpi;true;true;false;false;false;452;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game453;casino_game453;casino;rgpi;true;true;false;false;false;453;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game454;casino_game454;casino;rgpi;true;true;false;false;false;454;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game455;casino_game455;casino;rgpi;true;true;false;false;false;455;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game456;casino_game456;casino;rgpi;true;true;false;false;false;456;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game457;casino_game457;casino;rgpi;true;true;false;false;false;457;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game458;casino_game458;casino;rgpi;true;true;false;false;false;458;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game459;casino_game459;casino;rgpi;true;true;false;false;false;459;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game460;casino_game460;casino;rgpi;true;true;false;false;false;460;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game461;casino_game461;casino;rgpi;true;true;false;false;false;461;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game462;casino_game462;casino;rgpi;true;true;false;false;false;462;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game463;casino_game463;casino;rgpi;true;true;false;false;false;463;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game464;casino_game464;casino;rgpi;true;true;false;false;false;464;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game465;casino_game465;casino;rgpi;true;true;false;false;false;465;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game466;casino_game466;casino;rgpi;true;true;false;false;false;466;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game467;casino_game467;casino;rgpi;true;true;false;false;false;467;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game468;casino_game468;casino;rgpi;true;true;false;false;false;468;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game469;casino_game469;casino;rgpi;true;true;false;false;false;469;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game470;casino_game470;casino;rgpi;true;true;false;false;false;470;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game471;casino_game471;casino;rgpi;true;true;false;false;false;471;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game472;casino_game472;casino;rgpi;true;true;false;false;false;472;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game473;casino_game473;casino;rgpi;true;true;false;false;false;473;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game474;casino_game474;casino;rgpi;true;true;false;false;false;474;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game475;casino_game475;casino;rgpi;true;true;false;false;false;475;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game476;casino_game476;casino;rgpi;true;true;false;false;false;476;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game477;casino_game477;casino;rgpi;true;true;false;false;false;477;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game478;casino_game478;casino;rgpi;true;true;false;false;false;478;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game479;casino_game479;casino;rgpi;true;true;false;false;false;479;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game480;casino_game480;casino;rgpi;true;true;false;false;false;480;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game481;casino_game481;casino;rgpi;true;true;false;false;false;481;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game482;casino_game482;casino;rgpi;true;true;false;false;false;482;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game483;casino_game483;casino;rgpi;true;true;false;false;false;483;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game484;casino_game484;casino;rgpi;true;true;false;false;false;484;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game485;casino_game485;casino;rgpi;true;true;false;false;false;485;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game486;casino_game486;casino;rgpi;true;true;false;false;false;486;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game487;casino_game487;casino;rgpi;true;true;false;false;false;487;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game488;casino_game488;casino;rgpi;true;true;false;false;false;488;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game489;casino_game489;casino;rgpi;true;true;false;false;false;489;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game490;casino_game490;casino;rgpi;true;true;false;false;false;490;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game491;casino_game491;casino;rgpi;true;true;false;false;false;491;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game492;casino_game492;casino;rgpi;true;true;false;false;false;492;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game493;casino_game493;casino;rgpi;true;true;false;false;false;493;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game494;casino_game494;casino;rgpi;true;true;false;false;false;494;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game495;casino_game495;casino;rgpi;true;true;false;false;false;495;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game496;casino_game496;casino;rgpi;true;true;false;false;false;496;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game497;casino_game497;casino;rgpi;true;true;false;false;false;497;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game498;casino_game498;casino;rgpi;true;true;false;false;false;498;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game499;casino_game499;casino;rgpi;true;true;false;false;false;499;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game500;casino_game500;casino;rgpi;true;true;false;false;false;500;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game501;casino_game501;casino;rgpi;true;true;false;false;false;501;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game502;casino_game502;casino;rgpi;true;true;false;false;false;502;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game503;casino_game503;casino;rgpi;true;true;false;false;false;503;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game504;casino_game504;casino;rgpi;true;true;false;false;false;504;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game505;casino_game505;casino;rgpi;true;true;false;false;false;505;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game506;casino_game506;casino;rgpi;true;true;false;false;false;506;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game507;casino_game507;casino;rgpi;true;true;false;false;false;507;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game508;casino_game508;casino;rgpi;true;true;false;false;false;508;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game509;casino_game509;casino;rgpi;true;true;false;false;false;509;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game510;casino_game510;casino;rgpi;true;true;false;false;false;510;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game511;casino_game511;casino;rgpi;true;true;false;false;false;511;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game512;casino_game512;casino;rgpi;true;true;false;false;false;512;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game513;casino_game513;casino;rgpi;true;true;false;false;false;513;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game514;casino_game514;casino;rgpi;true;true;false;false;false;514;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game515;casino_game515;casino;rgpi;true;true;false;false;false;515;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game516;casino_game516;casino;rgpi;true;true;false;false;false;516;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game517;casino_game517;casino;rgpi;true;true;false;false;false;517;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game518;casino_game518;casino;rgpi;true;true;false;false;false;518;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game519;casino_game519;casino;rgpi;true;true;false;false;false;519;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game520;casino_game520;casino;rgpi;true;true;false;false;false;520;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game521;casino_game521;casino;rgpi;true;true;false;false;false;521;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game522;casino_game522;casino;rgpi;true;true;false;false;false;522;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game523;casino_game523;casino;rgpi;true;true;false;false;false;523;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
Casino game524;casino_game524;casino;rgpi;true;true;false;false;false;524;"[""desktop"", ""mobile"", ""tablet""]";"[""RU"", ""US"", ""GB""]";[];[]
